id,child_id,group_id,added_by,added_at,parent_id,active,joined_at
18ef051b-1695-47a9-8dbb-e5df5cca6a85,a42af785-eb87-4f53-af70-137b2946eee3,7d645479-18ba-498e-9a00-094602679896,1ddffe94-817a-4fad-859e-df7adae45e31,2025-10-14 22:47:59.785666+00,1ddffe94-817a-4fad-859e-df7adae45e31,true,2025-10-14 22:47:59.785666+00
8f70e6db-9b8f-4416-bbb3-47ed96ac1d2e,24015a99-6392-4b82-b575-8bf9bf6bef92,7d645479-18ba-498e-9a00-094602679896,1f66fb72-ccfb-4a55-8738-716a12543421,2025-10-13 16:11:58.752617+00,1f66fb72-ccfb-4a55-8738-716a12543421,true,2025-10-13 13:43:26.73285+00
95ab1385-2501-4793-bee4-aa356a23a9cc,24015a99-6392-4b82-b575-8bf9bf6bef92,5d6a73c8-2755-4443-8e2b-bccff0a6c16b,1f66fb72-ccfb-4a55-8738-716a12543421,2025-10-13 15:00:50.637001+00,1f66fb72-ccfb-4a55-8738-716a12543421,false,2025-10-13 15:00:50.637001+00
961e19bf-7529-46bd-ba86-133367c974d4,5f093c84-ed8c-44b2-a2aa-3673c760b627,7d645479-18ba-498e-9a00-094602679896,88416767-8bca-46c7-9dd3-f191a134b46b,2025-10-13 16:12:24.968511+00,88416767-8bca-46c7-9dd3-f191a134b46b,true,2025-10-13 16:00:11.694584+00
a5f6b35f-12d1-422e-be6f-17f2964d03e9,bae67a79-dc56-45e4-97f3-798e9215ca28,5d6a73c8-2755-4443-8e2b-bccff0a6c16b,1f66fb72-ccfb-4a55-8738-716a12543421,2025-10-13 15:00:42.93681+00,1f66fb72-ccfb-4a55-8738-716a12543421,true,2025-10-13 13:43:12.379989+00
ad01846a-eb0e-4e6e-8fcd-88fd1b292c3e,bae67a79-dc56-45e4-97f3-798e9215ca28,7d645479-18ba-498e-9a00-094602679896,1f66fb72-ccfb-4a55-8738-716a12543421,2025-10-13 15:00:32.795748+00,1f66fb72-ccfb-4a55-8738-716a12543421,false,2025-10-13 15:00:32.795748+00
d1209ec8-0362-4aaf-9a37-472f37a1ffe7,3d9d40ea-b518-4414-810b-c21bbc33573d,7d645479-18ba-498e-9a00-094602679896,2a7f3ce2-69f8-4241-831f-5c3f38f35890,2025-10-15 22:53:00.60503+00,2a7f3ce2-69f8-4241-831f-5c3f38f35890,true,2025-10-15 22:53:00.60503+00
