id,request_id,responder_id,response_type,response_notes,status,created_at,reciprocal_date,reciprocal_start_time,reciprocal_end_time,reciprocal_child_id,block_time_id,invited_parent_id,accepted_parent_id,action_type,original_response_id,updated_at,decline_action,counter_proposal_date,counter_proposal_start_time,counter_proposal_end_time,selected_cancellation_request_id,counter_proposal_notes,invited_child_id
87e12eb9-e2ee-4237-971b-83c5acd1741e,984c9a94-5c8c-47ff-987b-24b1dd5102b6,2a7f3ce2-69f8-4241-831f-5c3f38f35890,pending,,pending,2025-10-23 14:31:57.456819+00,,,,,,,,new,,2025-10-23 14:31:57.456819+00,,,,,,,3d9d40ea-b518-4414-810b-c21bbc33573d
16945574-f474-4f53-af7c-f02819dd6f7e,984c9a94-5c8c-47ff-987b-24b1dd5102b6,88416767-8bca-46c7-9dd3-f191a134b46b,pending,,pending,2025-10-23 14:31:57.456819+00,,,,,,,,new,,2025-10-23 14:31:57.456819+00,,,,,,,5f093c84-ed8c-44b2-a2aa-3673c760b627
79657585-66bd-42a3-8225-72baaf6f1de9,984c9a94-5c8c-47ff-987b-24b1dd5102b6,1ddffe94-817a-4fad-859e-df7adae45e31,pending,,pending,2025-10-23 14:31:57.456819+00,,,,,,,,new,,2025-10-23 14:31:57.456819+00,,,,,,,a42af785-eb87-4f53-af70-137b2946eee3
