id,group_id,requester_id,pet_id,requested_date,end_date,start_time,end_time,notes,request_type,status,responder_id,response_notes,is_reciprocal,reciprocal_parent_id,reciprocal_pet_id,reciprocal_date,reciprocal_start_time,reciprocal_end_time,reciprocal_status,created_at,updated_at,expires_at,reciprocal_care_id,action_type,original_request_id,reschedule_reason,reschedule_group_id,actual_end_time,is_next_day,counter_proposal_to,reciprocal_end_date
890a2ec2-61ed-4ff4-91e8-38e858866959,5a3b1f81-f55b-4aeb-88b6-1bee5ab9e693,1f66fb72-ccfb-4a55-8738-716a12543421,772c5584-9e20-42ba-8040-45b35dd2047f,2025-11-21,2025-11-23,08:00:00,17:00:00,,reciprocal,accepted,1ddffe94-817a-4fad-859e-df7adae45e31,,true,1ddffe94-817a-4fad-859e-df7adae45e31,b8196fde-f21a-4bd0-9971-54b519f449d2,2025-11-28,13:30:00,10:30:00,pending,2025-11-17 16:39:07.182095+00,2025-11-17 16:40:42.847843+00,,,new,,,,,false,,2025-11-30
cba0aac4-277d-413e-8769-40e79c1c19d9,5a3b1f81-f55b-4aeb-88b6-1bee5ab9e693,1f66fb72-ccfb-4a55-8738-716a12543421,772c5584-9e20-42ba-8040-45b35dd2047f,2025-12-01,2025-12-03,07:00:00,08:00:00,,reciprocal,pending,,,true,,,,,,pending,2025-11-17 16:51:12.598222+00,2025-11-17 16:51:12.598222+00,,,new,,,,,false,,
