id,pet_id,group_id,added_by,added_at,active
3e6a2c8f-e019-47eb-8606-4b4c76f3357e,cf49217b-4c1d-4d90-8f9e-677b8d941cdc,5a3b1f81-f55b-4aeb-88b6-1bee5ab9e693,2a7f3ce2-69f8-4241-831f-5c3f38f35890,2025-10-23 23:41:10.560704+00,true
729439bc-6dc8-40df-899f-983fe471669e,3aad44f3-a07e-4846-9650-e93789d14bba,5a3b1f81-f55b-4aeb-88b6-1bee5ab9e693,88416767-8bca-46c7-9dd3-f191a134b46b,2025-11-09 18:29:47.268635+00,true
aa8e242f-1875-4429-83ac-d28f908e66a5,772c5584-9e20-42ba-8040-45b35dd2047f,5a3b1f81-f55b-4aeb-88b6-1bee5ab9e693,1f66fb72-ccfb-4a55-8738-716a12543421,2025-10-23 23:41:36.192346+00,true
d69967b7-12bd-4905-8126-918db18393cb,b8196fde-f21a-4bd0-9971-54b519f449d2,5a3b1f81-f55b-4aeb-88b6-1bee5ab9e693,1ddffe94-817a-4fad-859e-df7adae45e31,2025-11-09 04:22:22.700677+00,true
