test,response_id,responder_id,status,response_type,request_id,requester_id,request_type
Raw Data Check,fca79e87-2f7b-4e72-a0b8-a760088fb2f5,1ddffe94-817a-4fad-859e-df7adae45e31,pending,pending,86cf95b8-440e-4dbf-8901-c7dbcdf04f41,1f66fb72-ccfb-4a55-8738-716a12543421,reciprocal
