id,group_id,parent_id,child_id,care_date,start_time,end_time,care_type,status,related_request_id,notes,is_editable,edit_deadline,edit_reason,original_start_time,original_end_time,original_care_date,edited_by,edited_at,event_title,event_description,is_group_event,created_at,updated_at,action_type,original_care_id,reschedule_group_id,end_date
a7909b20-ed37-4c3b-95b7-38864df3cbe6,7d645479-18ba-498e-9a00-094602679896,1f66fb72-ccfb-4a55-8738-716a12543421,,2025-10-23,13:00:00,17:00:00,hangout,confirmed,984c9a94-5c8c-47ff-987b-24b1dd5102b6,,true,,,,,,,,,,false,2025-10-23 14:31:57.456819+00,2025-10-23 14:31:57.456819+00,new,,,
